step,mean_abs_attr
0,0.00019025338
1,0.00017238632
2,0.0001711719
3,0.00017477116
4,0.00018220746
5,0.00019552256
6,0.00020692244
7,0.00021124526
8,0.0002358654
9,0.0002464314
10,0.00025139746
11,0.00026857445
12,0.000300342
13,0.00034727107
14,0.00036812504
15,0.0003536832
16,0.00035305027
17,0.00036352148
18,0.00038998673
19,0.0004135461
20,0.00042928904
21,0.00041538855
22,0.00042102876
23,0.00044347337
24,0.0005524533
25,0.000694943
26,0.00086412317
27,0.001071906
28,0.0011807613
29,0.0011992865
30,0.0011052953
31,0.0013206035
32,0.00137528
33,0.0018990722
34,0.004549424
35,0.016535431
