Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type,hour_sin,hour_cos
0.006437056208109363,0.03570322980084614,0.5290199809705043,1.0,0.0,0.16666666666666666,0.0,0.5,1.0
0.004778021102926536,0.030440615003611598,0.5751665080875357,1.0,0.0,0.16666666666666666,0.0,0.5327015646150716,0.9989294616193017
0.010286017652133519,0.04602208234444329,0.47304154773231843,1.0,0.0,0.16666666666666666,0.0,0.5652630961100258,0.9957224306869052
0.005242550932377729,0.033845836342998654,0.5287028227085315,1.0,0.0,0.16666666666666666,0.0,0.5975451610080641,0.9903926402016152
0.005707080761828919,0.03673511505520586,0.49397399302251843,1.0,0.0,0.16666666666666666,0.0,0.6294095225512604,0.9829629131445341
0.009091512376401885,0.046434836446187185,0.4405328258801142,1.0,0.0,0.16666666666666666,0.0,0.6607197326515808,0.9734650647475529
0.00550799654920698,0.03673511505520586,0.4887408816999683,1.0,0.0,0.16666666666666666,0.0,0.6913417161825449,0.9619397662556434
0.007631561483840997,0.0427200495304922,0.4548049476688869,1.0,0.0,0.16666666666666666,0.0,0.7211443451095007,0.9484363707663441
0.007631561483840997,0.04416468888659581,0.43498255629559157,1.0,0.0,0.16666666666666666,0.0,0.75,0.9330127018922194
0.00550799654920698,0.03756062325869363,0.4757373929590867,1.0,0.0,0.16666666666666666,0.0,0.7777851165098011,0.9157348061512727
0.008826066759572631,0.04870498400577855,0.40548683793212814,1.0,0.0,0.16666666666666666,0.0,0.8043807145043603,0.8966766701456176
0.0067025018249386135,0.04158497575069652,0.44719314938154153,1.0,0.0,0.16666666666666666,0.0,0.8296729075500344,0.8759199037394887
0.005242550932377729,0.03756062325869363,0.4686013320647002,1.0,0.0,0.16666666666666666,0.0,0.8535533905932737,0.8535533905932737
0.010020572035304265,0.05128469714167784,0.40247383444338736,1.0,0.0,0.16666666666666666,0.0,0.8759199037394887,0.8296729075500344
0.005707080761828919,0.03859250851305335,0.4651125911830003,1.0,0.0,0.16666666666666666,0.0,0.8966766701456176,0.8043807145043603
0.005707080761828919,0.039727582292849034,0.4479860450364732,1.0,0.0,0.16666666666666666,0.0,0.9157348061512726,0.7777851165098012
0.009556042205853075,0.051594262717985756,0.387884554392642,1.0,0.0,0.16666666666666666,0.0,0.9330127018922193,0.75
0.00550799654920698,0.03941801671654112,0.44719314938154153,1.0,0.0,0.16666666666666666,0.0,0.9484363707663441,0.7211443451095007
0.007366115867011747,0.04416468888659581,0.4283222327941645,1.0,0.0,0.16666666666666666,0.0,0.9619397662556434,0.6913417161825449
0.00856062114274338,0.04684759054793107,0.42245480494766885,1.0,0.0,0.16666666666666666,0.0,0.9734650647475528,0.6607197326515808
0.005707080761828919,0.037147869156949745,0.4874722486520775,1.0,0.0,0.16666666666666666,0.0,0.9829629131445341,0.6294095225512604
0.007366115867011747,0.04199772985244041,0.45829368855058683,1.0,0.0,0.16666666666666666,0.0,0.9903926402016152,0.5975451610080642
0.007366115867011747,0.042307295428748316,0.4538534728829686,1.0,0.0,0.16666666666666666,0.0,0.9957224306869052,0.5652630961100259
0.00550799654920698,0.03601279537715406,0.5001585791309864,1.0,0.0,0.16666666666666666,0.0,0.9989294616193017,0.5327015646150717
0.008826066759572631,0.0445774429883397,0.458452267681573,1.0,0.0,0.16666666666666666,0.0,1.0,0.5
0.005972526378658173,0.03756062325869363,0.4881065651760228,1.0,0.0,0.16666666666666666,0.0,0.9989294616193017,0.46729843538492843
0.005242550932377729,0.034568156021050456,0.516650808753568,1.0,0.0,0.16666666666666666,0.0,0.9957224306869052,0.4347369038899742
0.009556042205853075,0.04602208234444329,0.45654931810973687,1.0,0.0,0.16666666666666666,0.0,0.9903926402016152,0.4024548389919359
0.005707080761828919,0.036425549478897944,0.49888994608309556,1.0,0.0,0.16666666666666666,0.0,0.9829629131445341,0.3705904774487397
0.00550799654920698,0.03601279537715406,0.5001585791309864,1.0,0.0,0.16666666666666666,0.0,0.9734650647475529,0.3392802673484192
0.009290596589023824,0.04901454958208647,0.41278147795750086,1.0,0.0,0.16666666666666666,0.0,0.9619397662556435,0.30865828381745525
0.004977105315548479,0.037147869156949745,0.46780843640976855,1.0,0.0,0.16666666666666666,0.0,0.9484363707663441,0.27885565489049946
0.005707080761828919,0.03900526261479723,0.45892800507453213,1.0,0.0,0.16666666666666666,0.0,0.9330127018922194,0.2500000000000001
0.008826066759572631,0.04901454958208647,0.40168093878845557,1.0,0.0,0.16666666666666666,0.0,0.9157348061512726,0.22221488349019886
0.00550799654920698,0.03859250851305335,0.4598794798604504,1.0,0.0,0.16666666666666666,0.0,0.8966766701456176,0.19561928549563967
0.006901586037560557,0.04602208234444329,0.39153187440532833,0.9985142857142859,0.0,0.16666666666666666,0.0,0.8759199037394887,0.17032709244996558
0.009556042205853075,0.0,1.0,0.1326857142857143,0.0,0.16666666666666666,0.0,0.8535533905932737,0.14644660940672627
0.007631561483840997,0.0,1.0,0.09440000000000004,0.0,0.16666666666666666,0.0,0.8296729075500344,0.12408009626051136
0.010485101864755458,0.0,1.0,0.06982857142857143,0.0,0.16666666666666666,0.0,0.8043807145043604,0.10332332985438247
0.009755126418475014,0.0,1.0,0.0854857142857143,0.0,0.16666666666666666,0.0,0.7777851165098013,0.0842651938487275
0.007897007100670251,0.0,1.0,0.09805714285714284,0.0,0.16666666666666666,0.0,0.75,0.06698729810778065
0.010750547481584712,0.0,1.0,0.0621714285714286,0.0,0.16666666666666666,0.0,0.7211443451095009,0.05156362923365593
0.008361536930121441,0.0,1.0,0.08788571428571432,0.0,0.16666666666666666,0.0,0.6913417161825449,0.03806023374435663
0.007631561483840997,0.0,1.0,0.09497142857142857,0.0,0.16666666666666666,0.0,0.6607197326515809,0.02653493525244721
0.011679607140487092,0.0,1.0,0.05954285714285715,0.0,0.16666666666666666,0.0,0.6294095225512605,0.0170370868554659
0.006901586037560557,0.0,1.0,0.4577142857142857,0.0,0.16666666666666666,0.0,0.5975451610080641,0.009607359798384785
