Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Load_Type
0.020167960300292657,0.030440615003611598,0.0,0.0,0.7321,1.0,0.010526315789473686,0.0,0.0
0.025448530347372437,0.04602208234444329,0.0,0.0,0.6677,1.0,0.02105263157894737,0.0,0.0
0.020613309581371676,0.033845836342998654,0.0,0.0,0.7028,1.0,0.031578947368421054,0.0,0.0
0.02105865886245069,0.03673511505520586,0.0,0.0,0.6809000000000001,1.0,0.04210526315789474,0.0,0.0
0.024303346481740675,0.046434836446187185,0.0,0.0,0.6472,1.0,0.052631578947368425,0.0,0.0
0.020867794884845397,0.03673511505520586,0.0,0.0,0.6776000000000001,1.0,0.06315789473684211,0.0,0.0
0.022903677312635193,0.0427200495304922,0.0,0.0,0.6562,1.0,0.0736842105263158,0.0,0.0
0.022903677312635193,0.04416468888659581,0.0,0.0,0.6437,1.0,0.08421052631578949,0.0,0.0
0.020867794884845397,0.03756062325869363,0.0,0.0,0.6694,1.0,0.09473684210526316,0.0,0.0
0.02404886117826695,0.04870498400577855,0.0,0.0,0.6251,1.0,0.10526315789473685,0.0,0.0
0.02201297875047716,0.04158497575069652,0.0,0.0,0.6514,1.0,0.11578947368421054,0.0,0.0
0.020613309581371676,0.03756062325869363,0.0,0.0,0.6648999999999999,1.0,0.12631578947368421,0.0,0.0
0.025194045043898713,0.05128469714167784,0.0,0.0,0.6232,1.0,0.1368421052631579,0.0,0.0
0.02105865886245069,0.03859250851305335,0.0,0.0,0.6627,1.0,0.1473684210526316,0.0,0.0
0.02105865886245069,0.039727582292849034,0.0,0.0,0.6519,1.0,0.15789473684210528,0.0,0.0
0.024748695762819694,0.051594262717985756,0.0,0.0,0.614,1.0,0.16842105263157897,0.0,0.0
0.020867794884845397,0.03941801671654112,0.0,0.0,0.6514,1.0,0.17894736842105263,0.0,0.0
0.02264919200916147,0.04416468888659581,0.0,0.0,0.6395000000000001,1.0,0.18947368421052632,0.0,0.0
0.02379437587479323,0.04684759054793107,0.0,0.0,0.6358,1.0,0.2,0.0,0.0
0.02105865886245069,0.037147869156949745,0.0,0.0,0.6768000000000001,1.0,0.2105263157894737,0.0,0.0
0.02264919200916147,0.04199772985244041,0.0,0.0,0.6584000000000001,1.0,0.2210526315789474,0.0,0.0
0.02264919200916147,0.042307295428748316,0.0,0.0,0.6556000000000001,1.0,0.23157894736842108,0.0,0.0
0.020867794884845397,0.03601279537715406,0.0,0.0,0.6848000000000001,1.0,0.24210526315789477,0.0,0.0
0.02404886117826695,0.0445774429883397,0.0,0.0,0.6585,1.0,0.25263157894736843,0.0,0.0
0.021313144165924416,0.03756062325869363,0.0,0.0,0.6772,1.0,0.26315789473684215,0.0,0.0
0.020613309581371676,0.034568156021050456,0.0,0.0,0.6951999999999999,1.0,0.2736842105263158,0.0,0.0
0.024748695762819694,0.04602208234444329,0.0,0.0,0.6573000000000001,1.0,0.28421052631578947,0.0,0.0
0.02105865886245069,0.036425549478897944,0.0,0.0,0.684,1.0,0.2947368421052632,0.0,0.0
0.020867794884845397,0.03601279537715406,0.0,0.0,0.6848000000000001,1.0,0.30526315789473685,0.0,0.0
0.02449421045934597,0.04901454958208647,0.0,0.0,0.6297,1.0,0.31578947368421056,0.0,0.0
0.020358824277897952,0.037147869156949745,0.0,0.0,0.6644,1.0,0.3263157894736842,0.0,0.0
0.02105865886245069,0.03900526261479723,0.0,0.0,0.6587999999999999,1.0,0.33684210526315794,0.0,0.0
