step,mean_abs_attr
0,0.0011439489
1,0.001372468
2,0.0012334747
3,0.0011458202
4,0.001200282
5,0.0009941095
6,0.00070855155
7,0.0006083234
8,0.00056345196
9,0.00036434087
10,0.00029696486
11,0.0002726805
12,0.00020417823
13,0.00015294054
14,0.00018277313
15,0.00020438732
16,0.00018686734
17,0.00015806295
18,0.00013676491
19,0.00012592037
20,0.00012586663
21,0.0001405032
22,0.00013747232
23,0.00012815799
24,0.00014995331
25,0.00018357413
26,0.00021795249
27,0.00022900198
28,0.00021706228
29,0.00017971254
30,0.00017160531
31,0.0001523389
32,0.00014494394
33,0.00013253596
34,0.0001313492
35,0.0001622265
36,0.00020116798
37,0.00022944281
38,0.00023708481
39,0.00022718284
40,0.00020139893
41,0.00017448117
42,0.0001689746
43,0.00017417931
44,0.00018980549
45,0.00021420399
46,0.00025355592
47,0.00031130033
48,0.0003666568
49,0.0003920532
50,0.00038646683
51,0.0003797797
52,0.00037014604
53,0.00034623855
54,0.00032230953
55,0.0003291484
56,0.0003950303
57,0.0004910809
58,0.00061242067
59,0.0006655467
60,0.0006857141
61,0.00069309335
62,0.0007195122
63,0.0007667354
64,0.00065537647
65,0.0005945903
66,0.0008987474
67,0.0010317873
68,0.001558044
69,0.0020632127
70,0.001525674
71,0.0030449408
72,0.007095821
73,0.023304667
