Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type,hour_sin,hour_cos
0.007306389870435807,0.049021306080027714,0.4979192063558787,1.0,0.0,0.16666666666666666,0.0,0.5492457016785822,1.0
0.007637661955241459,0.0545989953230556,0.43751313632351085,1.0,0.0,0.16666666666666666,0.0,0.6769772176363299,0.97021718766068
0.007840106007067138,0.05775160228650615,0.4071209382487705,1.0,0.0,0.16666666666666666,0.0,0.7926480286808422,0.9083898510529282
0.007287985865724381,0.05612333275593279,0.4126276850645255,1.0,0.0,0.16666666666666666,0.0,0.888375360194489,0.8187314209920586
0.008484246171967021,0.06111207344534904,0.3865652192189667,1.0,0.0,0.16666666666666666,0.0,0.9576355527315106,0.707351971319158
0.007085541813898706,0.05286679369478607,0.4432721005506747,1.0,0.0,0.16666666666666666,0.0,0.9957086386283885,0.5818418274661911
0.008097762073027093,0.05463363935562099,0.4485686661902558,1.0,0.0,0.16666666666666666,0.0,1.0,0.4507542983214179
0.006956713780918729,0.05324787805300536,0.4379334986758586,1.0,0.0,0.16666666666666666,0.0,0.9702171876606801,0.3230227823636703
0.007361601884570083,0.05795946648189849,0.393501198032704,0.9996279868364573,0.0,0.16666666666666666,0.0,0.9083898510529285,0.20735197131915795
0.010269434628975269,0.0,0.9999999999999999,0.09417656317069684,0.0,0.16666666666666666,0.0,0.8187314209920589,0.11162463980551113
0.009496466431095408,0.0,0.9999999999999999,0.08433252253541279,0.0,0.16666666666666666,0.0,0.7073519713191581,0.04236444726848959
0.00975412249705536,0.0,0.9999999999999999,0.3699527829446273,0.0,0.16666666666666666,0.0,0.5818418274661912,0.004291361371611624
0.009478062426383983,0.0,0.9999999999999999,0.21920160251824292,0.0,0.16666666666666666,0.0,0.45075429832141806,0.0
0.009882950530035337,0.0,0.9999999999999999,0.08951209042781513,0.0,0.16666666666666666,0.0,0.3230227823636703,0.02978281233932001
0.010931978798586574,0.0,0.9999999999999999,0.07809414794677352,0.0,0.16666666666666666,0.0,0.2073519713191581,0.09161014894707165
0.009938162544169613,0.0,0.9999999999999999,0.08705108026899414,0.0,0.16666666666666666,0.0,0.11162463980551124,0.1812685790079413
0.010619110718492347,0.0,0.9999999999999999,0.07666332808699386,0.0,0.16666666666666666,0.0,0.04236444726848976,0.292648028680842
0.00960689045936396,0.0,0.9999999999999999,0.07714980683931891,0.0,0.16666666666666666,0.0,0.004291361371611735,0.41815817253380905
0.008889134275618375,0.0,0.9999999999999999,0.2449277435970811,0.0,0.16666666666666666,0.0,0.0,0.549245701678582
0.010214222614840989,0.0,0.9999999999999999,0.0685935040778366,0.0,0.16666666666666666,0.0,0.029782812339320064,0.6769772176363296
0.009257214369846882,0.0,0.9999999999999999,0.07428816711975963,0.0,0.16666666666666666,0.0,0.09161014894707176,0.7926480286808419
0.010471878680800944,0.0,0.9999999999999999,0.06495922163399628,0.0,0.16666666666666666,0.0,0.18126857900794136,0.8883753601944888
0.007619257950530037,0.03117962930885155,0.6970448526629954,0.579539276005151,0.0,0.16666666666666666,0.0,0.2926480286808421,0.9576355527315104
0.007564045936395758,0.04874415381950459,0.5055277649333724,1.0,0.0,0.16666666666666666,0.0,0.418158172533809,0.9957086386283884
0.009349234393404009,0.05401004676944396,0.48043213249821315,1.0,0.0,0.8333333333333333,0.0,0.5492457016785822,1.0
0.007582449941107187,0.05477221548588255,0.43499096220942424,1.0,0.0,0.8333333333333333,0.0,0.6769772176363299,0.97021718766068
0.008226590106007067,0.05924129568681794,0.40144604649207605,1.0,0.0,0.8333333333333333,0.0,0.7926480286808422,0.9083898510529282
0.007232773851590105,0.05473757145331716,0.4262894615158265,1.0,0.0,0.8333333333333333,0.0,0.888375360194489,0.8187314209920586
0.00837382214369847,0.05622726485362896,0.4389844045567278,1.0,0.0,0.8333333333333333,0.0,0.9576355527315106,0.707351971319158
0.006901501766784453,0.0508920838385588,0.4620622977006178,1.0,0.0,0.8333333333333333,0.0,0.9957086386283885,0.5818418274661911
0.00795053003533569,0.05213926901091287,0.4726133927445456,1.0,0.0,0.8333333333333333,0.0,1.0,0.4507542983214179
0.017244552414605416,0.05612333275593279,0.5845558871747446,1.0,0.0,0.8333333333333333,0.0,0.9702171876606801,0.3230227823636703
0.2284673144876325,0.30261562445868695,0.7247046954474755,1.0,0.0,0.8333333333333333,0.0,0.9083898510529285,0.20735197131915795
0.3728099234393404,0.09606790230382815,0.9833536508470299,0.999856918014022,0.0,0.8333333333333333,0.0,0.8187314209920589,0.11162463980551113
0.425426972909305,0.19168543218430623,0.9567026777081843,0.9999713836028046,0.0,0.8333333333333333,1.0,0.7073519713191581,0.04236444726848959
0.7942616313309776,0.7937294301056642,0.816217579553575,1.0,0.0,0.8333333333333333,0.5,0.5818418274661912,0.004291361371611624
0.27488221436984683,0.24805127316819678,0.9337508932699986,0.5228215767634855,0.0,0.8333333333333333,0.5,0.45075429832141806,0.0
0.5523777974087161,0.42917027542005887,0.9060910504855183,0.798883960509372,0.0,0.8333333333333333,1.0,0.3230227823636703,0.02978281233932001
0.7969854240282684,0.6224839771349385,0.8792719324057335,1.0,0.0,0.8333333333333333,1.0,0.2073519713191581,0.09161014894707165
0.8813677856301531,0.7297072579248224,0.8639287065450417,1.0,0.0,0.8333333333333333,1.0,0.11162463980551124,0.1812685790079413
0.9000846584216725,0.7554131300883422,0.8604817352557904,1.0,0.0,0.8333333333333333,1.0,0.04236444726848976,0.292648028680842
0.6868742638398114,0.4893816040187077,0.895077556854008,1.0,0.0,0.8333333333333333,1.0,0.004291361371611735,0.41815817253380905
0.34312426383981154,0.19307119348692187,0.9106730001261086,0.9999427672056089,0.0,0.8333333333333333,0.5,0.0,0.549245701678582
0.2609687868080094,0.05622726485362896,0.9895750136617764,0.9994562884532838,0.0,0.8333333333333333,0.5,0.029782812339320064,0.6769772176363296
0.1808193462897526,0.021444656157976784,0.9964689562402792,0.8058091286307054,0.0,0.8333333333333333,0.5,0.09161014894707176,0.7926480286808419
0.030550647820965844,0.0,0.9999999999999999,0.14519959937043928,0.0,0.8333333333333333,1.0,0.18126857900794136,0.8883753601944888
0.017354976442873968,0.0424042958600381,0.6938500987851527,0.5682644155100873,0.0,0.8333333333333333,1.0,0.2926480286808421,0.9576355527315104
0.015643404004711425,0.06287891910618396,0.5153642439783094,1.0,0.0,0.8333333333333333,0.5,0.418158172533809,0.9957086386283884
0.015643404004711425,0.06287891910618396,0.5143133380974397,1.0,0.0,1.0,0.0,0.5492457016785822,1.0
0.01582744405182568,0.0638489520180149,0.5085543738702761,1.0,0.0,1.0,0.0,0.6769772176363299,0.97021718766068
0.01582744405182568,0.06371037588775333,0.5099836058682584,1.0,0.0,1.0,0.0,0.7926480286808422,0.9083898510529282
0.015956272084805656,0.0667244067209423,0.48446761108075165,1.0,0.0,1.0,0.0,0.888375360194489,0.8187314209920586
0.015514575971731448,0.06083492118482592,0.5315061583084618,1.0,0.0,1.0,0.0,0.9576355527315106,0.707351971319158
0.015514575971731448,0.05924129568681794,0.5468914204043883,1.0,0.0,1.0,0.0,0.9957086386283885,0.5818418274661911
0.0156986160188457,0.06239390265026849,0.5199041573836644,1.0,0.0,1.0,0.0,1.0,0.4507542983214179
0.02425647820965842,0.06024597263121427,0.6382781958047835,1.0,0.0,1.0,0.0,0.9702171876606801,0.3230227823636703
0.40636042402826855,0.3987528148276459,0.8211778553112782,1.0,0.0,1.0,0.0,0.9083898510529285,0.20735197131915795
0.7466320671378092,0.4340204399792135,0.9284963638656522,1.0,0.0,1.0,0.0,0.8187314209920589,0.11162463980551113
