Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,RH_6,T7,RH_7,T8,RH_8,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,hour_sin,hour_cos,dow_sin,dow_cos
0.04597701149425287,0.6774193548387096,0.42634474327628347,0.7091731175418792,0.34578918014500815,0.6985510753819604,0.2492111848547489,0.724677539351483,0.4451542134468973,0.7726692262358488,0.2626218069535242,0.32550827787008596,0.8418604651162789,0.21820842288170494,0.6484402791306916,0.20349640758363896,0.6549117502285347,0.6783872915602207,0.46918006244940436,0.10184645286686234,0.8833535844471445,0.4569536423841059,0.8051612903225807,0.647775175644028,0.002864439134678709,0.4234835188204923,0.5,1.0
0.25574712643678166,1.0,0.4274144254278758,0.6849127848873959,0.3534733841482316,0.6914432425607129,0.24725274725274682,0.7226044287660807,0.44231513743708883,0.7875531162238456,0.2546015960219754,0.323152594863355,0.8716324008538365,0.22460446293840786,0.671664045799242,0.19716615848833796,0.6509994821998193,0.6718379859724091,0.4539146524806291,0.11389698736637399,0.8772782503037666,0.3973509933774834,0.5974193548387097,0.6257611241217798,0.0,0.5547589058416206,0.5,1.0
0.24999999999999997,0.4838709677419355,0.5096271393643041,0.9543153789225187,0.4267211997273357,0.7529146849614878,0.2748884778587739,0.8648883613231122,0.44941282746160893,0.8669338628264969,0.25821069094117144,0.3382831468155877,0.8810049432648017,0.30120261557455663,0.7783377827129132,0.2041927349841226,0.6722676451598462,0.6727321287565611,0.456343240430207,0.12614188532555914,0.8505467800729041,0.4437086092715231,0.5974193548387097,0.6107728337236533,0.031209734576252923,0.6823025639230129,0.5,1.0
0.16666666666666666,0.6774193548387096,0.5736552567237143,0.7850386512313827,0.46303526058127353,0.7366629487773046,0.2907191818082915,0.8673877970692223,0.4751258226867965,0.9310398676074985,0.32742511128042695,0.646258076066575,0.8688967531738003,0.27431524075174973,0.7030163801443514,0.2745218024329257,0.7061739680753807,0.6646848436991968,0.456343240430207,0.13760932944606452,0.8189550425273389,0.4437086092715231,0.5974193548387097,0.589695550351288,0.09436675102859093,0.7974226035422836,0.5,1.0
0.12931034482758622,0.45161290322580644,0.6218673594132027,0.6806073996445492,0.5005887091776668,0.7112252199166622,0.3063322815798062,0.8009145092663015,0.5023874048264305,0.871624084830338,0.4446003929903357,0.5616230970007445,0.8607628356364452,0.3028830765009851,0.7280902686583037,0.3178207062447911,0.6836208935569028,0.6516791304751728,0.4494044177171273,0.14421768707483196,0.816524908869988,0.4437086092715231,0.5974193548387097,0.5784543325526932,0.18516700305769174,0.8922737842442392,0.5,1.0
0.4109195402298851,0.41935483870967744,0.6577017114914416,0.6376291750622587,0.5360351986118848,0.6793215202660032,0.3157436622783163,0.780751836959882,0.5817524841915118,0.8529136293096369,0.543589846412956,0.29180080972677236,0.8519351758229413,0.2919429329187446,0.7038940659793673,0.33940685565977113,0.6654787094629571,0.6399681824515764,0.44489418295362554,0.15451895043732122,0.8189550425273389,0.47682119205298007,0.5974193548387097,0.5742388758782201,0.2974226035422835,0.9603921548130295,0.5,1.0
0.048850574712643674,0.3548387096774194,0.6521240831295838,0.622373958091369,0.5392576067422699,0.6639273538448582,0.3009057773909254,0.7727101741245697,0.6747644857400947,0.8095479879596028,0.5669888118057482,0.2543854965308642,0.8638916975620717,0.2826832502629304,0.714545980431595,0.34415454248124777,0.7088205023300997,0.6697942310372056,0.44177171273273963,0.16715257531583916,0.8408262454434994,0.4900662251655628,0.48129032258064525,0.5845433255269321,0.42348351882049234,0.9971355608653212,0.5,1.0
0.19540229885057472,0.3225806451612903,0.615602078239609,0.6491894315486968,0.5061039846315913,0.675512437392146,0.2839190512457841,0.7634647696590229,0.6288553361724103,0.8350353099509071,0.549745358302923,0.2454433238373135,0.8908718121559374,0.28947368421052744,0.7629782806001495,0.3455471972822133,0.7579539861024982,0.696293371731153,0.42373077367873246,0.1811467444120538,0.8833535844471445,0.4437086092715231,0.43483870967741944,0.589695550351288,0.5547589058416207,0.9999999999999999,0.9009688679024191,0.8019377358048384
0.2413793103448276,0.16129032258064516,0.5739990831295847,0.6745733779177496,0.4722067298754413,0.6851719348457421,0.28283103035578283,0.7633310205889965,0.7439669634791579,0.8274956519984968,0.5228776516822387,0.24001583018980555,0.9104651162790693,0.2937948694499073,0.8038604878470428,0.33225367418207896,0.8115367158683371,0.7143852478052852,0.4206083034578466,0.1970845481049608,0.8833535844471445,0.41059602649006616,0.5974193548387097,0.585480093676815,0.6823025639230131,0.9687902654237469,0.9009688679024191,0.8019377358048384
0.028735632183908053,0.0,0.5372860635696819,0.6973103496707491,0.4424614240565159,0.6938844227450645,0.28650310085953623,0.758164962759243,0.7018647567428069,0.7802404044974258,0.5003408589645888,0.24079556126503343,0.9270980788675428,0.30065389363939854,0.8142830071378457,0.3222993574797164,0.8674735186759652,0.7543313669933573,0.41609806869434485,0.21379980563654044,0.8833535844471445,0.33112582781456945,0.5974193548387097,0.579391100702576,0.7974226035422836,0.905633248971409,0.9009688679024191,0.8019377358048384
0.011494252873563218,0.0,0.5050427872860648,0.6989525543305046,0.4118485468178714,0.6960309777347529,0.2922968120987921,0.7565766925526842,0.6174990321331786,0.789469551021114,0.4775634599189935,0.23957296178454013,0.9376895854398382,0.3047693081530958,0.8175543816138116,0.3231381154848447,0.8696070471965269,0.7886107111338194,0.4081184225743032,0.2287657920310977,0.8894289185905226,0.3509933774834436,0.5974193548387097,0.57096018735363,0.8922737842442393,0.814832996942308,0.9009688679024191,0.8019377358048384
0.028735632183908053,0.0,0.47302872860635725,0.7084276430581733,0.39040713887339606,0.6994823014436631,0.29768251550429725,0.7624282143663212,0.5634275390372963,0.8025315671393405,0.4583149536832791,0.23872491590211686,0.9477137400292102,0.3061411129909932,0.8060048339212271,0.3117436671133016,0.8539579750816648,0.8197199126759258,0.41228171620215104,0.2412050534499528,0.8857837181044959,0.41059602649006616,0.5974193548387097,0.5728337236533958,0.9603921548130295,0.7025773964577163,0.9009688679024191,0.8019377358048384
0.025862068965517238,0.0,0.4468215158924189,0.7027987705073004,0.3697093635743949,0.7039858579906557,0.30143618757480106,0.7663403746645818,0.5289714801909933,0.8135258509763013,0.4438585234791659,0.23752351756868417,0.9427704752275023,0.3061411129909932,0.799761296049416,0.3082620301108856,0.8401787369511151,0.8445817269729197,0.412975598473459,0.2491739552964063,0.8930741190765492,0.33112582781456945,0.5974193548387097,0.5779859484777518,0.9971355608653212,0.5765164811795076,0.9009688679024191,0.8019377358048384
0.020114942528735635,0.06451612903225806,0.42718520782396174,0.7095836687068175,0.3528165086447297,0.7152026600446144,0.29926014579479765,0.7638660168691003,0.501290489095368,0.8169804768608517,0.4288005774551862,0.23982737554926692,0.959184361307718,0.3061411129909932,0.8078549557666281,0.30098224365128723,0.8302638223881451,0.8652050722281575,0.414016421880421,0.26239067055393406,0.9149453219927097,0.3178807947019867,0.5264516129032258,0.5943793911007025,0.9999999999999999,0.44524109415837926,0.9009688679024191,0.8019377358048384
0.048850574712643674,0.3548387096774194,0.4148838630806839,0.7367556734389604,0.34160624651422156,0.7210004629824482,0.2839190512457841,0.748284250211072,0.4819331526648607,0.8036662982693019,0.4144443998877154,0.25616639288395315,0.9612122233456912,0.30339750331519744,0.7879524320873956,0.2936233290780008,0.8154873394659619,0.8564378280458909,0.41887359777957667,0.280077745383867,0.8857837181044959,0.3642384105960264,0.4980645161290323,0.5873536299765807,0.9687902654237469,0.31769743607698686,0.9009688679024191,0.8019377358048384
0.10057471264367815,0.1935483870967742,0.42176039119804365,0.7906999357163307,0.3294705748693474,0.7159883272303824,0.2825590251332817,0.7451244284317082,0.4697380307136412,0.7661949547332347,0.38974215021854874,0.27760310824520495,0.9544714077069992,0.3079244592802617,0.7539620533859057,0.2712933753943221,0.7422377917420453,0.7817827116912077,0.41366948074476695,0.29446064139941797,0.8687727825030376,0.3642384105960264,0.5974193548387097,0.5681498829039813,0.905633248971409,0.20257739645771639,0.9009688679024191,0.8019377358048384
0.025862068965517238,0.0,0.41136919315403464,0.701113349935446,0.32211687426411206,0.7029862367944775,0.2768469154607762,0.7356449630936142,0.46070460704607075,0.7338929419003262,0.3758671853069733,0.27179870531661965,0.9496180204471406,0.29146280122548074,0.6838668710167526,0.25856957471276565,0.6976014984242251,0.7216777370058987,0.41505724528738286,0.3061224489795933,0.8687727825030376,0.3642384105960264,0.5264516129032258,0.5667447306791569,0.814832996942308,0.10772621575576058,0.9009688679024191,0.8019377358048384
0.3477011494252874,0.03225806451612903,0.41167481662591676,0.7346056818120423,0.3192662824564656,0.6890020623763622,0.26259384180176215,0.7229722387086512,0.5185185185185193,0.7439290083386529,0.3861330552993518,0.23261898554867044,0.9650151668351868,0.2826832502629304,0.6504749144754993,0.24590907652216054,0.6735717345027519,0.6822890055274273,0.44628194749624145,0.3177842565597686,0.8383961117861483,0.3642384105960264,0.4980645161290323,0.5901639344262294,0.7025773964577163,0.03960784518697036,0.9009688679024191,0.8019377358048384
