Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Load_Type
0.06818587796914288,0.35231490456839243,0.0,0.0,0.6385915470097485,1.0000000000000002,0.0,0.0,0.0
0.07090511314314535,0.372113508778261,0.0,0.0,0.5851556449407687,1.0000000000000002,0.043478260869565216,0.0,0.0
0.07255352101247237,0.3826019798417919,0.0,0.0,0.5571856729634037,1.0000000000000002,0.08695652173913043,0.0,0.0
0.06803400548702598,0.37724384617215945,0.0,0.0,0.5623101387582139,1.0000000000000002,0.13043478260869565,0.0,0.0
0.07773265915113853,0.39328529383029476,0.0,0.0,0.5378287908842578,1.0000000000000002,0.17391304347826086,0.0,0.0
0.06635776055073567,0.36614305021379695,0.0,0.0,0.5903711827286342,1.0000000000000002,0.21739130434782608,0.0,0.0
0.07463708143072284,0.37223137093193925,0.0,0.0,0.5951447789687565,1.0000000000000002,0.2608695652173913,0.0,0.0
0.06528562967504398,0.3674697428803801,0.0,0.0,0.5855372348664725,1.0000000000000002,0.3043478260869565,0.0,0.0
0.06864098487196979,0.38327721087041566,0.01312533631669114,0.0,0.5444009531702694,0.9998392676338319,0.34782608695652173,0.0,0.0
0.09158908961028767,0.0,0.8823606239248782,0.0,1.0,0.23576112566932061,0.3913043478260869,0.0,0.0
0.08567625285252828,0.0,0.8862023243874118,0.0,1.0,0.2157208035177034,0.43478260869565216,0.0,0.0
0.0876615826997228,0.0,0.7188632827057669,0.0,1.0,0.6067499500264508,0.47826086956521735,0.0,0.0
0.08553388488065733,0.0,0.813804328820811,0.0,1.0,0.4381087927750136,0.5217391304347826,0.0,0.0
0.08864881424233406,0.0,0.884556455038322,0.0,1.0,0.22636544226273814,0.5652173913043479,0.0,0.0
0.09655643434004957,0.0,0.9093293107763762,0.0,1.0,0.20259151154824218,0.6086956521739131,0.0,0.0
0.08907081384809024,0.0,0.8864693988928445,0.0,1.0,0.22133604758183023,0.6521739130434783,0.0,0.0
0.0942220979036128,0.0,0.9066683198408403,0.0,1.0,0.19953091631326614,0.6956521739130435,0.0,0.0
0.08652889195823893,0.0,0.8971816734412081,0.0,1.0,0.20057362449018967,0.7391304347826088,0.0,0.0
0.08093812137643963,0.0,0.7649534915718397,0.0,1.0,0.4712208691270372,0.782608695652174,0.0,0.0
0.09117100042715048,0.0,0.9133987721929278,0.0,1.0,0.18190889113360265,0.8260869565217391,0.0,0.0
0.08381960352819562,0.0,0.8964818294238016,0.0,1.0,0.19440854969207821,0.8695652173913043,0.0,0.0
0.09311658256521071,0.0,0.9238409783752354,0.0,1.0,0.17376501823107526,0.9130434782608696,0.0,0.0
0.07075475896417732,0.2745730345845662,0.6161262610222182,0.0,0.7973770226827002,0.7742260917309849,0.9565217391304348,0.0,0.0
0.07030319473558211,0.351285838105236,0.0,0.0,0.6451299801815544,1.0000000000000002,1.0,0.0,0.0
0.08453520714941981,0.3701006742936026,0.0,0.0,0.6234049662857721,1.0000000000000002,0.0,0.0,0.0
0.07045379985338768,0.37270222413271564,0.0,0.0,0.5828631353372256,1.0000000000000002,0.043478260869565216,0.0,0.0
0.07567287872930256,0.38739843623378767,0.0,0.0,0.5518779554497053,1.0000000000000002,0.08695652173913043,0.0,0.0
0.0675778761587727,0.37258460002429605,0.0,0.0,0.5749146243146788,1.0000000000000002,0.13043478260869565,0.0,0.0
0.07685181447289302,0.37758956160801993,0.0,0.0,0.5864905923696657,1.0000000000000002,0.17391304347826086,0.0,0.0
0.0648248420024769,0.359144679977705,0.0,0.0,0.6072071543375124,1.0000000000000002,0.21739130434782608,0.0,0.0
0.07344843981844756,0.3635890985684002,0.0,0.0,0.6165417785286582,1.0000000000000002,0.2608695652173913,0.0,0.0
0.13980620036918323,0.37724384617215945,0.0,0.0,0.710698675311793,1.0000000000000002,0.3043478260869565,0.0,0.0
0.6221645493356529,0.7287759020703085,0.005173167311189622,0.0,0.8176191636234087,1.0000000000000002,0.34782608695652173,0.0,0.0
0.743988911248495,0.482441458424028,0.13068265295135004,0.0,0.9898422489216365,0.9999381859808054,0.3913043478260869,0.0,0.0
0.7775769578736504,0.6282366348813191,0.053744347293516945,0.0,0.9733683365821113,0.9999876378082038,0.43478260869565216,0.0,1.0
0.9393820065625993,0.9470105500783488,0.0,0.0,0.881892202395079,1.0000000000000002,0.47826086956521735,0.0,0.5
0.6676024020819125,0.6846911187597725,0.8706901967349677,0.0,0.9589670002008877,0.7341551246266744,0.5217391304347826,0.0,0.5
0.8447280928655816,0.8071404218332248,0.6552702829427222,0.0,0.9413399893495908,0.904553348422598,0.5652173913043479,0.0,1.0
0.9402799942173985,0.891493911106392,0.0,0.0,0.9239561367441329,1.0000000000000002,0.6086956521739131,0.0,1.0
0.9667191514832112,0.9277697093560255,0.0,0.0,0.9138774355223012,1.0000000000000002,0.6521739130434783,0.0,1.0
0.9722494748334258,0.935687127527168,0.0,0.0,0.9115995641827626,1.0000000000000002,0.6956521739130435,0.0,1.0
0.9013715845676566,0.8368264983839907,0.0,0.0,0.9342365918884328,1.0000000000000002,0.7391304347826088,0.0,1.0
0.7230219623206131,0.6298019325010334,0.10456190455328487,0.0,0.9442808669927034,0.9999752753104019,0.782608695652174,0.0,0.5
0.6547638952854367,0.37758956160801993,0.20104451467822493,0.0,0.9936502993919021,0.9997650660141268,0.8260869565217391,0.0,0.5
0.5659177197071759,0.21783870071172143,0.7137347701020051,0.0,0.9978536707973298,0.9081619145926878,0.8695652173913043,0.0,0.5
0.21316116463727225,0.0,0.9760518065959918,0.0,1.0,0.32842314660400596,0.9130434782608696,0.0,1.0
0.14050451380611434,0.32641193756226716,0.7276312610193945,0.0,0.7950132196913122,0.7665123363195885,0.9565217391304348,0.0,1.0
0.12947285367100092,0.3987117468299858,0.0,0.0,0.653522000246662,1.0000000000000002,1.0,0.0,0.5
0.12947285367100092,0.3987117468299858,0.0,0.0,0.6526286684137999,1.0000000000000002,0.0,0.0,0.0
0.13068085519477873,0.40163808731604633,0.0,0.0,0.6477194217629183,1.0000000000000002,0.043478260869565216,0.0,0.0
0.13068085519477873,0.4012222825795466,0.0,0.0,0.6489399570483929,1.0000000000000002,0.08695652173913043,0.0,0.0
0.13152326034039447,0.41010267661927774,0.0,0.0,0.6269294650860013,1.0000000000000002,0.13043478260869565,0.0,0.0
0.12862403378368198,0.39242249824484665,0.0,0.0,0.6671472235413951,1.0000000000000002,0.17391304347826086,0.0,0.0
0.12862403378368198,0.38739843623378767,0.0,0.0,0.6799683122946911,1.0000000000000002,0.21739130434782608,0.0,0.0
0.1298358204636197,0.39723467504044885,0.0,0.0,0.6573723255209973,1.0000000000000002,0.2608695652173913,0.0,0.0
0.18092006905807517,0.39057837815575347,0.0,0.0,0.7530041519506554,1.0000000000000002,0.3043478260869565,0.0,0.0
0.765881578907398,0.790570633679854,0.0,0.3921030780438155,0.8852641292282302,1.0000000000000002,0.34782608695652173,0.0,0.0
0.9231778488117093,0.8096768939171866,0.0,0.7369038636427879,0.955641504873241,1.0000000000000002,0.3913043478260869,0.0,0.0
0.7921694429167847,0.6440967143769868,0.0029670758772134447,0.4307860882371172,0.9726608896956943,1.0000000000000002,0.43478260869565216,0.0,1.0
0.8174767301244132,0.8470394530440262,0.0029670758772134447,0.5078705494730731,0.8754031612310103,1.0000000000000002,0.47826086956521735,0.0,0.5
0.5499024917250266,0.5850010264569351,0.8788602602809518,0.1580049636628123,0.9622288526646896,0.6791320985674851,0.5217391304347826,0.0,0.5
0.6809984254402641,0.6158594625451687,0.6536927811034231,0.27548540949138783,0.9600554311670937,0.9019124625469865,0.5652173913043479,0.0,1.0
0.799451130532769,0.747015800597767,0.0,0.5078705494730731,0.9378757400876365,1.0000000000000002,0.6086956521739131,0.0,1.0
0.7953954722755048,0.7388082712950582,0.0,0.46937509345274264,0.9406642920738815,1.0000000000000002,0.6521739130434783,0.0,1.0
0.9055700557904862,0.8258259666831618,0.0,0.6609258821795313,0.9416911770363923,1.0000000000000002,0.6956521739130435,0.0,1.0
0.9649388113646113,0.8774717767387946,0.0,0.8501935320320501,0.9417451952974565,1.0000000000000002,0.7391304347826088,0.0,1.0
