Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Load_Type
0.007306389870435807,0.049021306080027714,0.0,0.0,0.5237829432638251,1.0,0.0,0.0,0.0
0.007637661955241459,0.0545989953230556,0.0,0.0,0.46648857701048596,1.0,0.043478260869565216,0.0,0.0
0.007840106007067138,0.05775160228650615,0.0,0.0,0.4376619752003511,1.0,0.08695652173913043,0.0,0.0
0.007287985865724381,0.05612333275593279,0.0,0.0,0.4428850524301263,1.0,0.13043478260869565,0.0,0.0
0.008484246171967021,0.06111207344534904,0.0,0.0,0.41816514493042545,1.0,0.17391304347826086,0.0,0.0
0.007085541813898706,0.05286679369478607,0.0,0.0,0.4719508791515491,1.0,0.21739130434782608,0.0,0.0
0.008097762073027093,0.05463363935562099,0.0,0.0,0.4769746022885849,1.0,0.2608695652173913,0.0,0.0
0.006956713780918729,0.05324787805300536,0.0,0.0,0.46688728519596523,1.0,0.3043478260869565,0.0,0.0
0.007361601884570083,0.05795946648189849,0.001630139467487774,0.0,0.4247438299908298,0.9996279868364573,0.34782608695652173,0.0,0.0
0.010269434628975269,0.0,0.6621988770150335,0.0,1.0,0.09417656317069684,0.3913043478260869,0.0,0.0
0.009496466431095408,0.0,0.6712552073899657,0.0,1.0,0.08433252253541279,0.43478260869565216,0.0,0.0
0.00975412249705536,0.0,0.3674153233109944,0.0,1.0,0.3699527829446273,0.47826086956521735,0.0,0.0
0.009478062426383983,0.0,0.5187466038761095,0.0,1.0,0.21920160251824292,0.5217391304347826,0.0,0.0
0.009882950530035337,0.0,0.6673609853287448,0.0,1.0,0.08951209042781513,0.5652173913043479,0.0,0.0
0.010931978798586574,0.0,0.7283100887520377,0.0,1.0,0.07809414794677352,0.6086956521739131,0.0,0.0
0.009938162544169613,0.0,0.6718891505162109,0.0,1.0,0.08705108026899414,0.6521739130434783,0.0,0.0
0.010619110718492347,0.0,0.7215178409708387,0.0,1.0,0.07666332808699386,0.6956521739130435,0.0,0.0
0.00960689045936396,0.0,0.6977902553885167,0.0,1.0,0.07714980683931891,0.7391304347826088,0.0,0.0
0.008889134275618375,0.0,0.43488498460423836,0.0,1.0,0.2449277435970811,0.782608695652174,0.0,0.0
0.010214222614840989,0.0,0.7388154319869589,0.0,1.0,0.0685935040778366,0.8260869565217391,0.0,0.0
0.009257214369846882,0.0,0.6960695526172795,0.0,1.0,0.07428816711975963,0.8695652173913043,0.0,0.0
0.010471878680800944,0.0,0.7664372396305017,0.0,1.0,0.06495922163399628,0.9130434782608696,0.0,0.0
0.007619257950530037,0.03117962930885155,0.2497735917406267,0.0,0.7126510107252503,0.579539276005151,0.9565217391304348,0.0,0.0
0.007564045936395758,0.04874415381950459,0.0,0.0,0.530999561420996,1.0,1.0,0.0,0.0
0.009349234393404009,0.05401004676944396,0.0,0.0,0.5071966827478968,1.0,0.0,0.0,0.0
0.007582449941107187,0.05477221548588255,0.0,0.0,0.4640963278976117,1.0,0.043478260869565216,0.0,0.0
0.008226590106007067,0.05924129568681794,0.0,0.0,0.43227941469638387,1.0,0.08695652173913043,0.0,0.0
0.007232773851590105,0.05473757145331716,0.0,0.0,0.45584306845819544,1.0,0.13043478260869565,0.0,0.0
0.00837382214369847,0.05622726485362896,0.0,0.0,0.46788405565966273,1.0,0.17391304347826086,0.0,0.0
0.006901501766784453,0.0508920838385588,0.0,0.0,0.4897731350424622,1.0,0.21739130434782608,0.0,0.0
0.00795053003533569,0.05213926901091287,0.0,0.0,0.49978071049798645,1.0,0.2608695652173913,0.0,0.0
0.017244552414605416,0.05612333275593279,0.0,0.0,0.605956700291057,1.0,0.3043478260869565,0.0,0.0
0.2284673144876325,0.30261562445868695,0.0006339431262452455,0.0,0.7388860093297714,1.0,0.34782608695652173,0.0,0.0
0.3728099234393404,0.09606790230382815,0.019923926824850575,0.0,0.9842111558550296,0.999856918014022,0.3913043478260869,0.0,0.0
0.425426972909305,0.19168543218430623,0.007154500996196342,0.0,0.9589330568956581,0.9999713836028046,0.43478260869565216,0.0,1.0
0.7942616313309776,0.7937294301056642,0.0,0.0,0.8256847813085603,1.0,0.47826086956521735,0.0,0.5
0.27488221436984683,0.24805127316819678,0.6353921391052345,0.0,0.9371635899685021,0.5228215767634855,0.5217391304347826,0.0,0.5
0.5523777974087161,0.42917027542005887,0.2898931353015758,0.0,0.9109285913639805,0.798883960509372,0.5652173913043479,0.0,1.0
0.7969854240282684,0.6224839771349385,0.0,0.0,0.8854910091304175,1.0,0.6086956521739131,0.0,1.0
0.8813677856301531,0.7297072579248224,0.0,0.0,0.8709381603604321,1.0,0.6521739130434783,0.0,1.0
0.9000846584216725,0.7554131300883422,0.0,0.0,0.8676687532395041,1.0,0.6956521739130435,0.0,1.0
0.6868742638398114,0.4893816040187077,0.0,0.0,0.9004824369044296,1.0,0.7391304347826088,0.0,1.0
0.34312426383981154,0.19307119348692187,0.015214635029885893,0.0,0.9152745105857024,0.9999427672056089,0.782608695652174,0.0,0.5
0.2609687868080094,0.05622726485362896,0.0348668719434885,0.0,0.9901120370001196,0.9994562884532838,0.8260869565217391,0.0,0.5
0.1808193462897526,0.021444656157976784,0.36053251222604604,0.0,0.9966508512419762,0.8058091286307054,0.8695652173913043,0.0,0.5
0.030550647820965844,0.0,0.9200326027893498,0.0,1.0,0.14519959937043928,0.9130434782608696,0.0,1.0
0.017354976442873968,0.0424042958600381,0.37946024270965406,0.0,0.7096208285156095,0.5682644155100873,0.9565217391304348,0.0,1.0
0.015643404004711425,0.06287891910618396,0.0,0.0,0.5403293329612059,1.0,1.0,0.0,0.5
0.015643404004711425,0.06287891910618396,0.0,0.0,0.5393325624975079,1.0,0.0,0.0,0.0
0.01582744405182568,0.0638489520180149,0.0,0.0,0.5338702603564452,1.0,0.043478260869565216,0.0,0.0
0.01582744405182568,0.06371037588775333,0.0,0.0,0.535225868187074,1.0,0.08695652173913043,0.0,0.0
0.015956272084805656,0.0667244067209423,0.0,0.0,0.5110242813284956,1.0,0.13043478260869565,0.0,0.0
0.015514575971731448,0.06083492118482592,0.0,0.0,0.5556397272836012,1.0,0.17391304347826086,0.0,0.0
